id,name,start_time,end_time,unique_number_for_org
602,report602,2021-06-15 00:00:00,2022-05-01 00:00:00,N0.04174296031136604
603,report603,2021-10-19 00:00:00,2022-01-10 00:00:00,N0.26414835156631544
604,report604,2021-04-02 00:00:00,2022-01-21 00:00:00,N0.9434711740591774
605,report605,2021-02-05 00:00:00,2022-12-31 00:00:00,N0.1606044310450646
606,report606,2021-07-19 00:00:00,2022-08-03 00:00:00,N0.6040296899113378
607,report607,2021-07-14 00:00:00,2022-07-23 00:00:00,N0.5333952231680812
608,report608,2021-11-12 00:00:00,2022-06-19 00:00:00,N0.7731490555990697
609,report609,2021-11-15 00:00:00,2022-04-29 00:00:00,N0.931881350370877
610,report610,2021-10-06 00:00:00,2022-03-24 00:00:00,N0.8793844650123944
611,report611,2021-12-15 00:00:00,2022-08-28 00:00:00,N0.126396735057694
612,report612,2021-02-10 00:00:00,2022-04-13 00:00:00,N0.44571437949251114
613,report613,2021-11-16 00:00:00,2022-01-24 00:00:00,N0.6145001796277678
614,report614,2021-04-09 00:00:00,2022-09-29 00:00:00,N0.4028144354819807
615,report615,2021-05-21 00:00:00,2022-08-28 00:00:00,N0.44512221885787695
616,report616,2021-07-17 00:00:00,2022-01-23 00:00:00,N0.1811583365857099
617,report617,2021-09-29 00:00:00,2022-10-29 00:00:00,N0.8302314691141968
618,report618,2021-11-05 00:00:00,2022-02-17 00:00:00,N0.7135152829956803
619,report619,2021-10-10 00:00:00,2022-12-25 00:00:00,N0.48886458307566916
620,report620,2021-02-18 00:00:00,2022-03-26 00:00:00,N0.6378504585869459
621,report621,2021-10-28 00:00:00,2022-04-27 00:00:00,N0.23938145429936541
622,report622,2021-06-15 00:00:00,2022-06-11 00:00:00,N0.786481456773643
623,report623,2021-04-27 00:00:00,2022-09-02 00:00:00,N0.7725082137382697
624,report624,2021-06-21 00:00:00,2022-12-26 00:00:00,N0.02613476284383942
625,report625,2021-01-18 00:00:00,2022-09-30 00:00:00,N0.275946500297357
626,report626,2021-09-05 00:00:00,2022-11-19 00:00:00,N0.03950719007062864
627,report627,2021-05-11 00:00:00,2022-01-02 00:00:00,N0.443455416066894
628,report628,2021-02-15 00:00:00,2022-12-01 00:00:00,N0.19419085575471629
629,report629,2021-08-04 00:00:00,2022-12-10 00:00:00,N0.08067951650746563
630,report630,2021-04-20 00:00:00,2022-10-15 00:00:00,N0.9682001225583999
631,report631,2021-10-17 00:00:00,2022-08-05 00:00:00,N0.7098649741426736
632,report632,2021-12-08 00:00:00,2022-06-08 00:00:00,N0.8158666862774079
633,report633,2021-04-23 00:00:00,2022-08-05 00:00:00,N0.9848353318576791
634,report634,2021-07-05 00:00:00,2022-09-21 00:00:00,N0.2004023225624506
635,report635,2021-01-10 00:00:00,2022-08-04 00:00:00,N0.6774672839854258
636,report636,2021-06-19 00:00:00,2022-11-27 00:00:00,N0.8750417933976515
637,report637,2021-07-23 00:00:00,2022-05-30 00:00:00,N0.9229924735853017
638,report638,2021-06-10 00:00:00,2022-12-24 00:00:00,N0.38895253802527885
639,report639,2021-01-28 00:00:00,2022-04-08 00:00:00,N0.037304319406666564
640,report640,2021-07-20 00:00:00,2022-08-15 00:00:00,N0.25980345826254936
641,report641,2021-03-29 00:00:00,2022-04-20 00:00:00,N0.9312955778832699
642,report642,2021-08-17 00:00:00,2022-07-28 00:00:00,N0.9809141676843445
643,report643,2021-08-21 00:00:00,2022-06-29 00:00:00,N0.8958887406158446
644,report644,2021-06-21 00:00:00,2022-10-15 00:00:00,N0.546962856858247
645,report645,2021-11-23 00:00:00,2022-01-22 00:00:00,N0.2723198092634611
646,report646,2021-05-15 00:00:00,2022-03-16 00:00:00,N0.759188938426294
647,report647,2021-12-29 00:00:00,2022-11-03 00:00:00,N0.9317712631787508
648,report648,2021-01-06 00:00:00,2022-05-17 00:00:00,N0.542196044348102
649,report649,2021-06-11 00:00:00,2022-07-28 00:00:00,N0.36381678097984727
650,report650,2021-08-18 00:00:00,2022-10-01 00:00:00,N0.16305543172237214
651,report651,2021-07-24 00:00:00,2022-07-06 00:00:00,N0.2219779624737649
652,report652,2021-01-21 00:00:00,2022-01-02 00:00:00,N0.33790898496998234
653,report653,2021-09-02 00:00:00,2022-11-25 00:00:00,N0.8593484335174022
654,report654,2021-01-13 00:00:00,2022-05-26 00:00:00,N0.6196291293212527
655,report655,2021-08-26 00:00:00,2022-07-22 00:00:00,N0.42945354830632965
656,report656,2021-04-13 00:00:00,2022-10-27 00:00:00,N0.2561538540118973
657,report657,2021-07-02 00:00:00,2022-08-15 00:00:00,N0.2923264004878976
658,report658,2021-09-21 00:00:00,2022-10-30 00:00:00,N0.6790551039279702
659,report659,2021-01-08 00:00:00,2022-06-25 00:00:00,N0.19594033819075218
660,report660,2021-05-10 00:00:00,2022-09-04 00:00:00,N0.5695324489030876
661,report661,2021-03-15 00:00:00,2022-05-18 00:00:00,N0.4512486508038197
662,report662,2021-05-14 00:00:00,2022-02-27 00:00:00,N0.9162861527563881
663,report663,2021-02-19 00:00:00,2022-05-22 00:00:00,N0.6388671913420665
664,report664,2021-08-07 00:00:00,2022-03-01 00:00:00,N0.6308773113108838
665,report665,2021-03-06 00:00:00,2022-06-30 00:00:00,N0.5893685400210583
666,report666,2021-04-01 00:00:00,2022-08-29 00:00:00,N0.7920367447600689
667,report667,2021-11-11 00:00:00,2022-08-02 00:00:00,N0.3665370932188181
668,report668,2021-09-26 00:00:00,2022-10-07 00:00:00,N0.05710021071591109
669,report669,2021-05-21 00:00:00,2022-05-05 00:00:00,N0.6978536696614358
670,report670,2021-09-07 00:00:00,2022-03-20 00:00:00,N0.2271418250372741
671,report671,2021-11-04 00:00:00,2022-11-10 00:00:00,N0.7757156155057762
672,report672,2021-04-01 00:00:00,2022-02-01 00:00:00,N0.45003897657210234
673,report673,2021-02-21 00:00:00,2022-02-14 00:00:00,N0.3655442765839829
674,report674,2021-12-03 00:00:00,2022-05-16 00:00:00,N0.2137662699081031
675,report675,2021-05-02 00:00:00,2022-05-25 00:00:00,N0.9147286771098128
676,report676,2021-02-22 00:00:00,2022-05-03 00:00:00,N0.41472529413205705
677,report677,2021-10-21 00:00:00,2022-09-04 00:00:00,N0.43099493463444505
678,report678,2021-12-26 00:00:00,2022-10-02 00:00:00,N0.24758379488357973
679,report679,2021-07-01 00:00:00,2022-07-01 00:00:00,N0.3896436290799089
680,report680,2021-09-13 00:00:00,2022-07-08 00:00:00,N0.9059262450784112
681,report681,2021-02-09 00:00:00,2022-10-26 00:00:00,N0.9034326694601201
682,report682,2021-03-09 00:00:00,2022-05-13 00:00:00,N0.9807975194880774
683,report683,2021-02-24 00:00:00,2022-07-22 00:00:00,N0.27861742066701245
684,report684,2021-11-16 00:00:00,2022-08-01 00:00:00,N0.32670285450871817
685,report685,2021-12-02 00:00:00,2022-05-09 00:00:00,N0.6791202094622434
686,report686,2021-08-12 00:00:00,2022-03-24 00:00:00,N0.10555515088243839
687,report687,2021-02-06 00:00:00,2022-01-19 00:00:00,N0.8175415724838854
688,report688,2021-06-13 00:00:00,2022-08-28 00:00:00,N0.5074676963242979
689,report689,2021-09-26 00:00:00,2022-03-18 00:00:00,N0.3821422414321939
690,report690,2021-02-04 00:00:00,2022-12-23 00:00:00,N0.1419892275389777
691,report691,2021-05-30 00:00:00,2022-05-10 00:00:00,N0.806472217060133
692,report692,2021-12-24 00:00:00,2022-09-21 00:00:00,N0.7226390451970222
693,report693,2021-01-11 00:00:00,2022-06-20 00:00:00,N0.5067062214662436
694,report694,2021-08-17 00:00:00,2022-03-28 00:00:00,N0.1906173212892096
695,report695,2021-01-08 00:00:00,2022-02-24 00:00:00,N0.7146377609249778
696,report696,2021-09-18 00:00:00,2022-12-09 00:00:00,N0.46871431208667946
697,report697,2021-01-30 00:00:00,2022-06-22 00:00:00,N0.5767381255211257
698,report698,2021-06-24 00:00:00,2022-05-23 00:00:00,N0.25859584210259823
699,report699,2021-12-15 00:00:00,2022-05-28 00:00:00,N0.0066155826201818035
700,report700,2021-09-10 00:00:00,2022-02-25 00:00:00,N0.22970095832149762
701,report701,2021-03-18 00:00:00,2022-04-07 00:00:00,N0.8078431208577325
702,report702,2021-10-06 00:00:00,2022-07-28 00:00:00,N0.9717861257298261
703,report703,2021-04-10 00:00:00,2022-03-02 00:00:00,N0.5159065301619694
704,report704,2021-08-05 00:00:00,2022-01-10 00:00:00,N0.24715837318365674
705,report705,2021-01-03 00:00:00,2022-12-05 00:00:00,N0.170034649677969
706,report706,2021-12-02 00:00:00,2022-01-16 00:00:00,N0.2781094668974029
707,report707,2021-03-24 00:00:00,2022-12-12 00:00:00,N0.584210859450842
708,report708,2021-05-09 00:00:00,2022-12-01 00:00:00,N0.7684159923792883
709,report709,2021-04-14 00:00:00,2022-07-16 00:00:00,N0.29439448897297715
710,report710,2021-02-28 00:00:00,2022-07-06 00:00:00,N0.8593407292343629
711,report711,2021-02-18 00:00:00,2022-10-07 00:00:00,N0.8053698848073534
712,report712,2021-09-18 00:00:00,2022-11-11 00:00:00,N0.3668952964515053
713,report713,2021-08-27 00:00:00,2022-08-16 00:00:00,N0.1649731933156583
714,report714,2021-03-07 00:00:00,2022-05-22 00:00:00,N0.7596100645111705
715,report715,2021-10-15 00:00:00,2022-09-22 00:00:00,N0.1713962221337455
716,report716,2021-08-17 00:00:00,2022-07-04 00:00:00,N0.051094244736927696
717,report717,2021-11-29 00:00:00,2022-02-14 00:00:00,N0.052702886608427035
718,report718,2021-05-06 00:00:00,2022-06-20 00:00:00,N0.9650891930631179
719,report719,2021-09-29 00:00:00,2022-08-17 00:00:00,N0.2496476851340904
720,report720,2021-05-25 00:00:00,2022-08-26 00:00:00,N0.09282574790676568
721,report721,2021-03-05 00:00:00,2022-10-24 00:00:00,N0.25978613857245025
722,report722,2021-05-11 00:00:00,2022-04-22 00:00:00,N0.225348967605142
723,report723,2021-01-01 00:00:00,2022-07-17 00:00:00,N0.6769920711847759
724,report724,2021-09-04 00:00:00,2022-01-03 00:00:00,N0.5862979705094501
725,report725,2021-11-30 00:00:00,2022-05-21 00:00:00,N0.21154917013474028
726,report726,2021-09-22 00:00:00,2022-11-14 00:00:00,N0.9755420091634897
727,report727,2021-08-16 00:00:00,2022-06-29 00:00:00,N0.6737800234587742
728,report728,2021-08-28 00:00:00,2022-11-20 00:00:00,N0.10191111484999582
729,report729,2021-07-06 00:00:00,2022-11-29 00:00:00,N0.35594475481210985
730,report730,2021-11-20 00:00:00,2022-09-27 00:00:00,N0.112292036935703
731,report731,2021-12-11 00:00:00,2022-01-12 00:00:00,N0.8268825136233061
732,report732,2021-03-04 00:00:00,2022-01-04 00:00:00,N0.8435234012670884
733,report733,2021-10-14 00:00:00,2022-09-30 00:00:00,N0.264243256207809
734,report734,2021-02-03 00:00:00,2022-02-22 00:00:00,N0.5206829607298137
735,report735,2021-02-26 00:00:00,2022-12-01 00:00:00,N0.37871053607115535
736,report736,2021-11-19 00:00:00,2022-03-31 00:00:00,N0.8052503822159327
737,report737,2021-11-16 00:00:00,2022-07-29 00:00:00,N0.8116891939088235
738,report738,2021-03-17 00:00:00,2022-07-03 00:00:00,N0.3883213565525311
739,report739,2021-10-07 00:00:00,2022-11-10 00:00:00,N0.33618016423292274
740,report740,2021-07-28 00:00:00,2022-07-11 00:00:00,N0.9100939655020912
741,report741,2021-06-01 00:00:00,2022-01-08 00:00:00,N0.6467426200051005
742,report742,2021-01-27 00:00:00,2022-02-14 00:00:00,N0.9969763468155497
743,report743,2021-10-18 00:00:00,2022-01-04 00:00:00,N0.9755192517731495
744,report744,2021-05-19 00:00:00,2022-12-12 00:00:00,N0.705657351963801
745,report745,2021-05-31 00:00:00,2022-12-12 00:00:00,N0.33509044285993206
746,report746,2021-04-29 00:00:00,2022-03-13 00:00:00,N0.15292501404289816
747,report747,2021-11-02 00:00:00,2022-03-16 00:00:00,N0.42902866923643757
748,report748,2021-05-18 00:00:00,2022-03-05 00:00:00,N0.09795828943956719
749,report749,2021-11-25 00:00:00,2022-08-23 00:00:00,N0.8006296327688742
750,report750,2021-01-07 00:00:00,2022-05-31 00:00:00,N0.36672994249768875
751,report751,2021-01-10 00:00:00,2022-04-17 00:00:00,N0.8680284225721473
752,report752,2021-09-04 00:00:00,2022-12-06 00:00:00,N0.9401869311040223
753,report753,2021-06-27 00:00:00,2022-10-11 00:00:00,N0.6785213412965194
754,report754,2021-11-17 00:00:00,2022-01-05 00:00:00,N0.1071591440791384
755,report755,2021-02-14 00:00:00,2022-06-23 00:00:00,N0.34562875776006796
756,report756,2021-04-14 00:00:00,2022-06-11 00:00:00,N0.36746490562301626
757,report757,2021-11-04 00:00:00,2022-11-24 00:00:00,N0.591226484746347
758,report758,2021-03-03 00:00:00,2022-12-27 00:00:00,N0.9062788734389599
759,report759,2021-02-18 00:00:00,2022-12-14 00:00:00,N0.5754619542240083
760,report760,2021-08-19 00:00:00,2022-05-15 00:00:00,N0.809577241903549
761,report761,2021-11-13 00:00:00,2022-01-26 00:00:00,N0.021005261871392178
762,report762,2021-02-21 00:00:00,2022-12-17 00:00:00,N0.8634955312955177
763,report763,2021-03-26 00:00:00,2022-11-01 00:00:00,N0.17060726131208337
764,report764,2021-11-19 00:00:00,2022-01-28 00:00:00,N0.09440911068851365
765,report765,2021-08-04 00:00:00,2022-01-14 00:00:00,N0.7748089591794861
766,report766,2021-09-02 00:00:00,2022-09-22 00:00:00,N0.375039087656165
767,report767,2021-04-03 00:00:00,2022-08-09 00:00:00,N0.5570505896671304
768,report768,2021-08-05 00:00:00,2022-12-03 00:00:00,N0.8827873103818394
769,report769,2021-01-26 00:00:00,2022-04-27 00:00:00,N0.21185232577324664
770,report770,2021-10-30 00:00:00,2022-04-05 00:00:00,N0.8614438910856946
771,report771,2021-04-12 00:00:00,2022-06-24 00:00:00,N0.8990961045393798
772,report772,2021-07-17 00:00:00,2022-09-01 00:00:00,N0.5568778828890828
773,report773,2021-03-10 00:00:00,2022-03-25 00:00:00,N0.9816428901412086
774,report774,2021-04-05 00:00:00,2022-12-05 00:00:00,N0.7064548839685805
775,report775,2021-10-18 00:00:00,2022-06-21 00:00:00,N0.396446038650173
776,report776,2021-09-15 00:00:00,2022-09-06 00:00:00,N0.7570448882169513
777,report777,2021-09-12 00:00:00,2022-05-16 00:00:00,N0.39131355844095184
778,report778,2021-04-26 00:00:00,2022-01-19 00:00:00,N0.4468088326965791
779,report779,2021-09-16 00:00:00,2022-04-20 00:00:00,N0.08103086860596254
780,report780,2021-06-05 00:00:00,2022-03-05 00:00:00,N0.753560294841946
781,report781,2021-06-09 00:00:00,2022-02-28 00:00:00,N0.6437727725511035
782,report782,2021-02-28 00:00:00,2022-08-23 00:00:00,N0.5318041157197579
783,report783,2021-03-17 00:00:00,2022-01-17 00:00:00,N0.601200009386003
784,report784,2021-08-13 00:00:00,2022-02-27 00:00:00,N0.8468079302034752
785,report785,2021-12-08 00:00:00,2022-02-16 00:00:00,N0.34446110905884464
786,report786,2021-08-21 00:00:00,2022-05-01 00:00:00,N0.31935549862644286
787,report787,2021-05-19 00:00:00,2022-01-11 00:00:00,N0.1832665696289717
788,report788,2021-08-12 00:00:00,2022-07-29 00:00:00,N0.18651002092030833
789,report789,2021-07-20 00:00:00,2022-03-23 00:00:00,N0.4435037334380806
790,report790,2021-03-17 00:00:00,2022-05-18 00:00:00,N0.8407523144211467
791,report791,2021-01-06 00:00:00,2022-07-01 00:00:00,N0.7438626621828393
792,report792,2021-03-23 00:00:00,2022-11-20 00:00:00,N0.38818288250741273
793,report793,2021-10-17 00:00:00,2022-03-15 00:00:00,N0.26438393002982086
794,report794,2021-12-09 00:00:00,2022-04-28 00:00:00,N0.2151249243608816
795,report795,2021-05-14 00:00:00,2022-08-11 00:00:00,N0.4449722761096546
796,report796,2021-02-28 00:00:00,2022-05-16 00:00:00,N0.07984770692468501
797,report797,2021-01-26 00:00:00,2022-04-24 00:00:00,N0.4812009519501782
798,report798,2021-03-11 00:00:00,2022-04-06 00:00:00,N0.7526789938488893
799,report799,2021-06-22 00:00:00,2022-10-29 00:00:00,N0.5651335925823268
800,report800,2021-07-27 00:00:00,2022-01-18 00:00:00,N0.7809393376984631
801,report801,2021-02-26 00:00:00,2022-11-11 00:00:00,N0.4815613818431529
802,report802,2021-06-27 00:00:00,2022-04-23 00:00:00,N0.8729333761216442
803,report803,2021-08-05 00:00:00,2022-05-26 00:00:00,N0.8472170899562748
804,report804,2021-05-07 00:00:00,2022-03-08 00:00:00,N0.31177312713755057
805,report805,2021-07-25 00:00:00,2022-09-23 00:00:00,N0.7250067838630121
806,report806,2021-10-08 00:00:00,2022-04-05 00:00:00,N0.3954450929053889
807,report807,2021-02-10 00:00:00,2022-09-19 00:00:00,N0.5922102947922883
808,report808,2021-04-29 00:00:00,2022-10-16 00:00:00,N0.9223723830240104
809,report809,2021-11-13 00:00:00,2022-01-06 00:00:00,N0.1836086084139581
810,report810,2021-09-10 00:00:00,2022-06-18 00:00:00,N0.006633424160650048
811,report811,2021-10-25 00:00:00,2022-10-01 00:00:00,N0.20953014519640956
812,report812,2021-04-02 00:00:00,2022-03-08 00:00:00,N0.9865485952001637
813,report813,2021-01-19 00:00:00,2022-01-15 00:00:00,N0.7471278952740246
814,report814,2021-10-24 00:00:00,2022-03-23 00:00:00,N0.6594255531370955
815,report815,2021-05-07 00:00:00,2022-07-28 00:00:00,N0.8057868295883889
816,report816,2021-09-01 00:00:00,2022-06-12 00:00:00,N0.46633052717606527
817,report817,2021-11-14 00:00:00,2022-05-21 00:00:00,N0.4941617924096814
818,report818,2021-07-04 00:00:00,2022-09-21 00:00:00,N0.7193499876780202
819,report819,2021-03-08 00:00:00,2022-06-02 00:00:00,N0.7213891104132493
820,report820,2021-03-22 00:00:00,2022-01-17 00:00:00,N0.48438836173627486
821,report821,2021-09-11 00:00:00,2022-08-11 00:00:00,N0.6739303193209155
822,report822,2021-09-09 00:00:00,2022-02-23 00:00:00,N0.3749883284969153
823,report823,2021-03-20 00:00:00,2022-10-02 00:00:00,N0.36697210841809924
824,report824,2021-01-19 00:00:00,2022-07-20 00:00:00,N0.03422981245635237
825,report825,2021-05-05 00:00:00,2022-12-15 00:00:00,N0.30490266527338683
826,report826,2021-06-21 00:00:00,2022-12-08 00:00:00,N0.35520273169142114
827,report827,2021-08-07 00:00:00,2022-03-07 00:00:00,N0.9690148965418052
828,report828,2021-09-25 00:00:00,2022-08-13 00:00:00,N0.7300397683103961
829,report829,2021-07-05 00:00:00,2022-10-15 00:00:00,N0.705958679717897
830,report830,2021-07-01 00:00:00,2022-10-19 00:00:00,N0.4902816852415619
831,report831,2021-10-18 00:00:00,2022-08-20 00:00:00,N0.64652587365234
832,report832,2021-05-30 00:00:00,2022-09-30 00:00:00,N0.7241415413820549
833,report833,2021-09-13 00:00:00,2022-06-25 00:00:00,N0.4925846223898569
834,report834,2021-02-16 00:00:00,2022-05-17 00:00:00,N0.7262584658382301
835,report835,2021-03-11 00:00:00,2022-04-23 00:00:00,N0.7453783217859171
836,report836,2021-12-10 00:00:00,2022-07-28 00:00:00,N0.14876720414933464
837,report837,2021-11-02 00:00:00,2022-09-04 00:00:00,N0.019829851233721385
838,report838,2021-12-31 00:00:00,2022-10-28 00:00:00,N0.8441094434348697
839,report839,2021-05-30 00:00:00,2022-08-05 00:00:00,N0.00021662155012447393
840,report840,2021-02-20 00:00:00,2022-09-19 00:00:00,N0.7067936817587344
841,report841,2021-08-27 00:00:00,2022-08-02 00:00:00,N0.8037727825515327
842,report842,2021-02-02 00:00:00,2022-02-16 00:00:00,N0.7313039773443334
843,report843,2021-08-17 00:00:00,2022-11-08 00:00:00,N0.7009303721580682
844,report844,2021-03-21 00:00:00,2022-12-28 00:00:00,N0.8590307661679663
845,report845,2021-10-31 00:00:00,2022-02-20 00:00:00,N0.06077702030719967
846,report846,2021-05-01 00:00:00,2022-10-29 00:00:00,N0.8810304478002362
847,report847,2021-09-13 00:00:00,2022-05-15 00:00:00,N0.04139787125264216
848,report848,2021-10-22 00:00:00,2022-11-09 00:00:00,N0.1820132241193646
849,report849,2021-05-13 00:00:00,2022-08-21 00:00:00,N0.19164776341051326
850,report850,2021-10-11 00:00:00,2022-08-03 00:00:00,N0.2694938386349619
851,report851,2021-11-20 00:00:00,2022-05-16 00:00:00,N0.8521463081271995
852,report852,2021-08-22 00:00:00,2022-08-29 00:00:00,N0.09337196919262836
853,report853,2021-11-22 00:00:00,2022-12-03 00:00:00,N0.372146299199151
854,report854,2021-11-26 00:00:00,2022-06-09 00:00:00,N0.6192814068094775
855,report855,2021-12-22 00:00:00,2022-06-07 00:00:00,N0.7285938873336064
856,report856,2021-02-02 00:00:00,2022-06-06 00:00:00,N0.5120145550175987
857,report857,2021-08-24 00:00:00,2022-04-24 00:00:00,N0.25526491349474534
858,report858,2021-01-06 00:00:00,2022-10-23 00:00:00,N0.09027859005705874
859,report859,2021-12-06 00:00:00,2022-10-22 00:00:00,N0.2881066885169382
860,report860,2021-06-12 00:00:00,2022-11-06 00:00:00,N0.24021566881110046
861,report861,2021-05-27 00:00:00,2022-04-24 00:00:00,N0.9599475862120603
862,report862,2021-01-07 00:00:00,2022-09-13 00:00:00,N0.20739390184266737
863,report863,2021-02-09 00:00:00,2022-05-06 00:00:00,N0.6438099133398308
864,report864,2021-04-21 00:00:00,2022-10-08 00:00:00,N0.8880742817257967
865,report865,2021-11-08 00:00:00,2022-06-30 00:00:00,N0.428706310471872
866,report866,2021-12-20 00:00:00,2022-02-20 00:00:00,N0.08927552813283446
